课程,学分,任课教师,职称,上课班级,上课班级名称,人数/班级,上课群组名称,行政班级,周次,节次,上课地点,承担单位
工程制图（二）,1.5,刘伟,讲师（高校）,004728,,64/2,,"土木安全类1821,土木安全类1820",1-6,40102,A座314,建筑工程系
工程制图（二）,1.5,刘伟,讲师（高校）,004728,,64/2,,"土木安全类1821,土木安全类1820",1-6,10304,A座314,建筑工程系
工程制图（二）,1.5,胡文,副教授,004729,,62/2,,"土木安全类1818,土木安全类1819",1-6,20304,A座114,建筑工程系
工程制图（二）,1.5,胡文,副教授,004729,,62/2,,"土木安全类1818,土木安全类1819",1-6,40102,A座114,建筑工程系
工程制图（二）,1.5,刘伟,讲师（高校）,004732,,47/2,,"土木安全类1823,土木安全类1822",1-6,20910,A座314,建筑工程系
工程制图（二）,1.5,刘伟,讲师（高校）,004732,,47/2,,"土木安全类1823,土木安全类1822",1-6,10708,A座314,建筑工程系
工程制图（二）,1.5,戴伟,副教授,004734,,63/2,,"土木安全类1806,土木安全类1805",1-6,40708,A座113,建筑工程系
工程制图（二）,1.5,戴伟,副教授,004734,,63/2,,"土木安全类1806,土木安全类1805",1-6,20506,A座113,建筑工程系
工程制图（二）,1.5,胡文,副教授,004735,,63/2,,"土木安全类1810,土木安全类1809",1-6,10304,A座313,建筑工程系
工程制图（二）,1.5,胡文,副教授,004735,,63/2,,"土木安全类1810,土木安全类1809",1-6,30102,A座314,建筑工程系
工程制图（二）,1.5,陈友兰,讲师（高校）,004737,,40/2,,"土木安全类1828,土木安全类1827",1-6,40506,A座113,建筑工程系
工程制图（二）,1.5,陈友兰,讲师（高校）,004737,,40/2,,"土木安全类1828,土木安全类1827",1-6,10708,A座113,建筑工程系
工程制图（二）,1.5,刘伟,讲师（高校）,004738,,44/2,,"土木安全类1824,土木安全类1825",1-6,20708,A座314,建筑工程系
工程制图（二）,1.5,刘伟,讲师（高校）,004738,,44/2,,"土木安全类1824,土木安全类1825",1-6,50304,A座314,建筑工程系
工程制图（二）,1.5,胡文,副教授,004743,,65/2,,"土木安全类1815,土木安全类1814",1-6,10708,A座313,建筑工程系
工程制图（二）,1.5,胡文,副教授,004743,,65/2,,"土木安全类1815,土木安全类1814",1-6,50304,A座113,建筑工程系
工程制图（二）,1.5,陈友兰,讲师（高校）,004748,,103/3,,"土木安全类1829,土木安全类1831,土木安全类1830",1-6,20708,A座101,建筑工程系
工程制图（二）,1.5,陈友兰,讲师（高校）,004748,,103/3,,"土木安全类1829,土木安全类1831,土木安全类1830",1-6,50506,A座101,建筑工程系
工程制图（二）,1.5,戴伟,副教授,004749,,64/2,,"土木安全类1807,土木安全类1808",1-6,10506,A座114,建筑工程系
工程制图（二）,1.5,戴伟,副教授,004749,,64/2,,"土木安全类1807,土木安全类1808",1-6,40102,A座113,建筑工程系
工程制图（二）,1.5,戴伟,副教授,004751,,71/2,,"土木安全类1802,土木安全类1801",1-6,50506,A座113,建筑工程系
工程制图（二）,1.5,戴伟,副教授,004751,,71/2,,"土木安全类1802,土木安全类1801",1-6,20304,A座113,建筑工程系
工程制图（二）,1.5,胡文,副教授,004754,,63/2,,"土木安全类1812,土木安全类1813",1-6,50708,A座113,建筑工程系
工程制图（二）,1.5,胡文,副教授,004754,,63/2,,"土木安全类1812,土木安全类1813",1-6,20506,A座114,建筑工程系
大学物理C（一）,3.5,谭小红,副教授,004756,,71/2,,"土木安全类1802,土木安全类1801",1-14,10102,A座420,物理教学中心
大学物理C（一）,3.5,谭小红,副教授,004756,,71/2,,"土木安全类1802,土木安全类1801",1-14,30102,A座420,物理教学中心
大学物理C（一）,3.5,孔德明,副教授,004757,,94/3,,"土木安全类1820,土木安全类1819,土木安全类1818",1-14,30910,A座304,物理教学中心
大学物理C（一）,3.5,孔德明,副教授,004757,,94/3,,"土木安全类1820,土木安全类1819,土木安全类1818",1-14,10506,A座304,物理教学中心
大学物理C（一）,3.5,聂耀庄,副教授,004758,,95/3,,"土木安全类1817,土木安全类1815,土木安全类1816",1-14,10506,A座410,物理教学中心
大学物理C（一）,3.5,聂耀庄,副教授,004758,,95/3,,"土木安全类1817,土木安全类1815,土木安全类1816",1-14,30910,A座401,物理教学中心
大学物理C（一）,3.5,赵新闻,副教授,004761,,95/3,,"土木安全类1810,土木安全类1809,土木安全类1811",1-14,40102,A座410,物理教学中心
大学物理C（一）,3.5,赵新闻,副教授,004761,,95/3,,"土木安全类1810,土木安全类1809,土木安全类1811",1-14,10102,A座410,物理教学中心
大学物理C（一）,3.5,唐慧琴,副教授,004763,,79/3,,"土木安全类1821,土木安全类1822,土木安全类1823",1-14,20506,A座420,物理教学中心
大学物理C（一）,3.5,唐慧琴,副教授,004763,,79/3,,"土木安全类1821,土木安全类1822,土木安全类1823",1-14,40506,A座420,物理教学中心
大学物理C（一）,3.5,吴烨,讲师（高校）,004765,,94/3,,"土木安全类1803,土木安全类1805,土木安全类1804",1-14,10506,A座401,物理教学中心
大学物理C（一）,3.5,吴烨,讲师（高校）,004765,,94/3,,"土木安全类1803,土木安全类1805,土木安全类1804",1-14,40506,A座304,物理教学中心
大学物理C（一）,3.5,朱星炬,讲师（高校）,004767,,96/3,,"土木安全类1814,土木安全类1812,土木安全类1813",1-14,50102,A座301,物理教学中心
大学物理C（一）,3.5,朱星炬,讲师（高校）,004767,,96/3,,"土木安全类1814,土木安全类1812,土木安全类1813",1-14,20708,A座304,物理教学中心
大学物理C（一）,3.5,聂耀庄,副教授,004771,,69/2,,"土木安全类1830,土木安全类1831",1-14,40304,A座417,物理教学中心
大学物理C（一）,3.5,聂耀庄,副教授,004771,,69/2,,"土木安全类1830,土木安全类1831",1-14,20102,A座417,物理教学中心
大学物理C（一）,3.5,谢定,副教授,004775,,71/3,,"土木安全类1825,土木安全类1824,土木安全类1826",1-14,10708,A座401,物理教学中心
大学物理C（一）,3.5,谢定,副教授,004775,,71/3,,"土木安全类1825,土木安全类1824,土木安全类1826",1-14,40506,A座410,物理教学中心
大学物理C（一）,3.5,任华荪,讲师（高校）,004777,,96/3,,"土木安全类1808,土木安全类1806,土木安全类1807",1-14,20102,A座304,物理教学中心
大学物理C（一）,3.5,任华荪,讲师（高校）,004777,,96/3,,"土木安全类1808,土木安全类1806,土木安全类1807",1-14,50304,A座420,物理教学中心
大学生心理健康教育,1,屈明珍,副教授,004795,,89/3,,"土木国际1803,土木国际1802,土木国际1801",9-16,20506,C座307,思想政治教育系
雅思听说（二）,2,邓军,副教授,004799,,29/1,,土木国际1803,1-16,20708,外语网络楼138,大学外语部
雅思听说（二）,2,赵科红,讲师（高校）,004800,,30/1,,土木国际1802,1-16,50102,外语网络楼347,大学外语部
雅思听说（二）,2,鄢宏福,讲师（高校）,004801,,30/1,,土木国际1801,1-16,40506,外语网络楼227,大学外语部
雅思读写（二）,2,傅春晖,副教授,004802,,29/1,,土木国际1803,1-16,50102,外语网络楼114,大学外语部
雅思读写（二）,2,周文珺,副教授,004803,,30/1,,土木国际1802,1-16,50708,外语网络楼104,大学外语部
雅思读写（二）,2,陈晖,讲师（高校）,004804,,30/1,,土木国际1801,1-16,50102,外语网络楼117,大学外语部
理论力学D（二）,2,杜金龙,讲师（高校）,004810,,89/3,,"土木国际1801,土木国际1803,土木国际1802",1-8,50506,A座210,力学系
理论力学D（二）,2,杜金龙,讲师（高校）,004810,,89/3,,"土木国际1801,土木国际1803,土木国际1802",1-8,20506,A座119,力学系
形势与政策,2,杨鹰,讲师（高校）,004813,,120/4,,"土木国际1802,土木国际1801,土木安全类1803,土木国际1803","8,14",30910,B座113,形势与政策教研中心
计算机程序设计基础（C++）,3,李大扬,工程师,004816,,94/3,,"电子信息类1805,电子信息类1804,电子信息类1806",1-12,40506,B座309,计算机基础教学中心
计算机程序设计基础（C++）,3,李大扬,工程师,004816,,94/3,,"电子信息类1805,电子信息类1804,电子信息类1806",1-12,50910,B座309,计算机基础教学中心
大学物理C（一）,3.5,肖思,副教授,004820,,89/3,,"土木国际1803,土木国际1802,土木国际1801",1-14,40304,A座301,物理教学中心
大学物理C（一）,3.5,肖思,副教授,004820,,89/3,,"土木国际1803,土木国际1802,土木国际1801",1-14,10506,A座419,物理教学中心
材料力学B,4.5,杜金龙,讲师（高校）,004825,,60/2,,"土木国际1801,土木国际1802",9-16,50304,A座119,力学系
材料力学B,4.5,杜金龙,讲师（高校）,004825,,60/2,,"土木国际1801,土木国际1802",1-16,30304,A座210,力学系
材料力学B,4.5,杜金龙,讲师（高校）,004825,,60/2,,"土木国际1801,土木国际1802",1-16,10304,A座119,力学系
道路工程实验与检测,1,"马昆林,刘小明","教授,副教授",004826,,15/1,,土木工程（中土）1801,7-11,50304,世Ａ103,道路工程系
道路工程实验与检测,1,"马昆林,刘小明","教授,副教授",004826,,15/1,,土木工程（中土）1801,7-11,30304,世Ａ103,道路工程系
道路工程实验与检测,1,"马昆林,刘小明","教授,副教授",004826,,15/1,,土木工程（中土）1801,7-12,10102,世Ａ103,道路工程系
道路工程,2.5,"宋卫民,吴昊",教授,004827,,15/1,,土木工程（中土）1801,2-11,20102,世Ａ103,道路工程系
道路工程,2.5,"宋卫民,吴昊",教授,004827,,15/1,,土木工程（中土）1801,2-11,40304,世Ａ103,道路工程系
房屋工程,2.5,刘小洁,副教授,004828,,15/1,,土木工程（中土）1801,2-11,40506,世Ａ103,建筑工程系
房屋工程,2.5,刘小洁,副教授,004828,,15/1,,土木工程（中土）1801,2-11,20506,世Ａ103,建筑工程系
桥梁工程,2.5,胡狄,副教授,004829,,15/1,,土木工程（中土）1801,1-10,50102,世Ａ103,桥梁工程系
桥梁工程,2.5,胡狄,副教授,004829,,15/1,,土木工程（中土）1801,1-10,20708,世Ａ103,桥梁工程系
隧道工程B,2.5,傅金阳,副教授,004830,,15/1,,土木工程（中土）1801,1-10,10304,世Ａ103,隧道工程系
隧道工程B,2.5,傅金阳,副教授,004830,,15/1,,土木工程（中土）1801,1-10,30102,世Ａ103,隧道工程系
冶金研究方法,2,刘久清,教授,004885,,51/2,,"冶金1603,冶金1604",1-8,30708,C座111,冶金科学与工程系
冶金研究方法,2,刘久清,教授,004885,,51/2,,"冶金1603,冶金1604",1-8,10506,C座111,冶金科学与工程系
冶金研究方法,2,杨喜云,教授,004887,,55/2,,"冶金1605,冶金1606",1-8,50506,A座108,冶金科学与工程系
冶金研究方法,2,杨喜云,教授,004887,,55/2,,"冶金1605,冶金1606",1-8,10304,A座217,冶金科学与工程系
冶金研究方法,2,石西昌,教授,004890,,56/2,,"冶金1602,冶金1601",1-8,10506,,冶金科学与工程系
冶金研究方法,2,石西昌,教授,004890,,56/2,,"冶金1602,冶金1601",1-8,50102,A座104,冶金科学与工程系
钢铁冶金学B,2,周雍茂,教授,004891,,0/2,,"冶金1604,冶金1603",1-8,20506,B座108,冶金科学与工程系
钢铁冶金学B,2,周雍茂,教授,004891,,0/2,,"冶金1604,冶金1603",1-8,50102,B座106,冶金科学与工程系
钢铁冶金学B,2,周乐君,副教授,004893,,0/2,,"冶金1606,冶金1605",1-8,50102,B座108,冶金科学与工程系
钢铁冶金学B,2,周乐君,副教授,004893,,0/2,,"冶金1606,冶金1605",1-8,20708,B座108,冶金科学与工程系
钢铁冶金学B,2,王万林,教授,004896,,0/2,,"冶金1602,冶金1601",1-8,50304,B座106,冶金科学与工程系
钢铁冶金学B,2,王万林,教授,004896,,0/2,,"冶金1602,冶金1601",1-8,20506,B座106,冶金科学与工程系
溶剂萃取与离子交换,2,曹佐英,教授,004901,,0/3,,"冶金1604,冶金1605,冶金1606",5-8,10910,A座208,冶金科学与工程系
溶剂萃取与离子交换,2,霍广生,教授,004901,,0/3,,"冶金1604,冶金1605,冶金1606",1-4,40304,C座402,冶金科学与工程系
溶剂萃取与离子交换,2,曹佐英,教授,004901,,0/3,,"冶金1604,冶金1605,冶金1606",5-8,40708,A座208,冶金科学与工程系
溶剂萃取与离子交换,2,霍广生,教授,004901,,0/3,,"冶金1604,冶金1605,冶金1606",1-4,10102,C座510,冶金科学与工程系
溶剂萃取与离子交换,2,曹佐英,教授,004902,,0/3,,"冶金1602,冶金1601,冶金1603",5-8,10102,A座201,冶金科学与工程系
溶剂萃取与离子交换,2,霍广生,教授,004902,,0/3,,"冶金1602,冶金1601,冶金1603",1-4,40708,A座208,冶金科学与工程系
溶剂萃取与离子交换,2,曹佐英,教授,004902,,0/3,,"冶金1602,冶金1601,冶金1603",5-8,30304,B座110,冶金科学与工程系
溶剂萃取与离子交换,2,霍广生,教授,004902,,0/3,,"冶金1602,冶金1601,冶金1603",1-4,10708,A座203,冶金科学与工程系
配位化学的冶金应用,2,杨天足,教授,004908,,0/6,,"冶金1602,冶金1604,冶金1603,冶金1601,冶金1605,冶金1606",1-8,20506,A座101,冶金科学与工程系
配位化学的冶金应用,2,杨天足,教授,004908,,0/6,,"冶金1602,冶金1604,冶金1603,冶金1601,冶金1605,冶金1606",1-8,50506,A座201,冶金科学与工程系
多孔材料的基础与应用,2,周向阳,教授,004914,,0/6,,"冶金1605,冶金1604,冶金1606,冶金1603,冶金1601,冶金1602",1-8,30910,,冶金科学与工程系
多孔材料的基础与应用,2,周向阳,教授,004914,,0/6,,"冶金1605,冶金1604,冶金1606,冶金1603,冶金1601,冶金1602",1-8,50910,A座110,冶金科学与工程系
微波化学与技术,2,彭忠东,副教授,004920,,0/6,,"冶金1602,冶金1606,冶金1605,冶金1603,冶金1601,冶金1604",1-8,20910,A座110,冶金科学与工程系
微波化学与技术,2,彭忠东,副教授,004920,,0/6,,"冶金1602,冶金1606,冶金1605,冶金1603,冶金1601,冶金1604",1-8,50708,B座212,冶金科学与工程系
粉矿造块原理与工艺,2,郑雅杰,教授,004926,,0/6,,"冶金1602,冶金1606,冶金1601,冶金1603,冶金1604,冶金1605",8,20304,B座107,冶金科学与工程系
粉矿造块原理与工艺,2,郑雅杰,教授,004926,,0/6,,"冶金1602,冶金1606,冶金1601,冶金1603,冶金1604,冶金1605",8,40506,B座107,冶金科学与工程系
粉矿造块原理与工艺,2,何汉兵,副教授,004926,,0/6,,"冶金1602,冶金1606,冶金1601,冶金1603,冶金1604,冶金1605",1-7,40506,B座107,冶金科学与工程系
粉矿造块原理与工艺,2,何汉兵,副教授,004926,,0/6,,"冶金1602,冶金1606,冶金1601,冶金1603,冶金1604,冶金1605",1-7,20304,B座107,冶金科学与工程系
高分子化学与材料,2,郑雅杰,教授,004932,,0/6,,"冶金1603,冶金1606,冶金1601,冶金1604,冶金1602,冶金1605",9-12,20708,C座205,冶金科学与工程系
高分子化学与材料,2,刘久清,教授,004932,,0/6,,"冶金1603,冶金1606,冶金1601,冶金1604,冶金1602,冶金1605",13-16,20708,C座205,冶金科学与工程系
高分子化学与材料,2,郑雅杰,教授,004932,,0/6,,"冶金1603,冶金1606,冶金1601,冶金1604,冶金1602,冶金1605",9-12,50910,A座110,冶金科学与工程系
高分子化学与材料,2,刘久清,教授,004932,,0/6,,"冶金1603,冶金1606,冶金1601,冶金1604,冶金1602,冶金1605",13-16,50910,A座110,冶金科学与工程系
